text,label,category
东方拟以公开竞争性出售方式处置以下资产（以下称为“标的资产”，或根据上下文需要，系指任何单项标的资产）：,O O O O B-DIS I-DIS I-DIS I-DIS I-DIS I-DIS I-DIS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
对浙江省境内2户债务人所享有的债权及其附属担保权益，该等债权及其附属担保权益的所有人为中国东方资产管理股份有限公司浙江省分公司,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
"截至2022年7月31日，该等债权项下未偿本金人民币28,947,883.48元及相应利息罚息；",O O O O O O O O O O O O O O O O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O,ASSET_DISPOSITION
（中国东方资产管理股份有限公司浙江省分公司纪检监察部门）,O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O,ASSET_DISPOSITION
2022年8月3日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司浙江省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
中国东方资产管理股份有限公司浙江省分公司关于安徽深诚实业集团有限公司等7户债权资产包的处置公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O,ASSET_DISPOSITION
东方拟以公开竞争性出售方式处置以下资产（以下称为“标的资产”，或根据上下文需要，系指任何单项标的资产）：,O O O O B-DIS I-DIS I-DIS I-DIS I-DIS I-DIS I-DIS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
对安徽省境内7户债务人所享有的债权及其附属担保权益，该等债权及其附属担保权益的所有人为中国东方资产管理股份有限公司浙江省分公司,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
"截至2022年5月31日，该等债权项下未偿本金人民币114,049,614.60元，未偿利息人民币17,720,673.65元及2017年10月31日至2022年5月31日止的相应利息罚息；",O O O O O O O O O O O O O O O O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
0571-87163171（中国东方资产管理股份有限公司浙江省分公司纪检监察部门）,O O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O,ASSET_DISPOSITION
2022年6月15日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司浙江省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
中国东方资产管理股份有限公司浙江省分公司关于安徽顶能食品有限公司等2户债权资产的处置公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O,ASSET_DISPOSITION
东方拟以公开竞争性出售方式处置以下资产（以下称为“标的资产”，或根据上下文需要，系指任何单项标的资产）：,O O O O B-DIS I-DIS I-DIS I-DIS I-DIS I-DIS I-DIS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
对安徽省境内2户债务人所享有的债权及其附属担保权益，该等债权及其附属担保权益的所有人为中国东方资产管理股份有限公司浙江省分公司,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
"截至2022年8月31日，该等债权项下未偿本金人民币20,901,918.53元及相应利息罚息；",O O O O O O O O O O O O O O O O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O,ASSET_DISPOSITION
（中国东方资产管理股份有限公司浙江省分公司纪检监察部门）,O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O,ASSET_DISPOSITION
2022年10月13日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司陕西省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
中国东方资产管理股份有限公司陕西省分公司关于榆林市佳辰建设工程有限公司等7户债权资产包的补登公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司陕西省分公司（以下简称“我分公司”）先后与5月31日及6月1日在东方总公司网站及《陕西日报》刊登处置公告和交易公告，对所持有的榆林市佳辰建设工程有限公司等7户债权资产包进行处置,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O,ASSET_DISPOSITION
本资产包总金额为8123.85万元，包含债权7户，涉及本金4657.15万元，利息3466.70万元，抵债资产0项，金额0万元（包内债权金额的截止日为2021年5月20日，最终以相关法律文件等转让方对外开放的尽调资料为准），均分布在陕西省榆林地区,O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
029-87387832(中国东方资产管理股份有限公司陕西省分公司纪检监察部门）,O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O,ASSET_DISPOSITION
2021年9月1日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司关于山东广通家纺有限公司等209户债权项目的处置公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O,ASSET_DISPOSITION
关于山东广通家纺有限公司等209,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司(,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O,ASSET_DISPOSITION
拟对我分公司所持有的山东广通家纺有限公司等,O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
"130,346.41",B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，其中本金余额合计,I-CLA O O O O O O O O O O,ASSET_DISPOSITION
2022年10月28日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司关于山东宝利源建设有限公司等21户债权公开竞价的公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O B-DIS I-DIS I-DIS I-DIS O O O,ASSET_DISPOSITION
关于山东宝利源建设有限公司等21户债权公开竞价的公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O B-DIS I-DIS I-DIS I-DIS O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司将在京东资产处置平台对山东省境内山东宝利源建设有限公司等21户债权（资产包编号：COAMC-AP202299498035，以下称为“标的资产包”，或根据上下文需要，系指任何单项标的资产）进行公开竞价（网址：http://zichan.jd.com，户名：中国东方资产管理股份有限公司山东省分公司），现就有关事项公告如下：,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DIS I-DIS I-DIS I-DIS O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O,ASSET_DISPOSITION
"截止2022年3月20日，山东宝利源建设有限公司等21户债权资产的本息余额为壹拾贰亿伍仟陆佰肆拾贰万伍仟贰佰陆拾肆元陆角陆分（小写：1,256,425,264.66元），其中本金为玖亿玖仟肆佰零肆万壹仟贰佰伍拾肆元壹角贰分（小写：994,041,254.12），利息为贰亿陆仟贰佰叁拾捌万肆仟零壹拾元伍角肆分（小写：262,384,010.54元），详见附件《标的资产清单》",O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
2022年12月2日9：00时起至2022年12月2日11：00时止（延时的除外），在竞价活动结束前，每最后5分钟如果有竞买人出价，就自动延迟至5分钟,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM O O B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
本场竞价为在京东资产处置平台线上公开竞价，竞买人须登陆京东资产处置平台（网址http://zichan.jd.com,O O O O O O O O O O O O O O O O B-DIS I-DIS I-DIS I-DIS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
举报电话：010-66507825（中国东方资产管理股份有限公司纪检监察部）、0532-58760779（中国东方资产管理股份有限公司山东省分公司纪委）、0532-83079295（中国银行保险监督管理委员会青岛监管局）0532-83895571（中华人民共和国财政部青岛监管局）,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司关于山东宝利源建设有限公司等21户债权公开竞价的公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O B-DIS I-DIS I-DIS I-DIS O O O,ASSET_DISPOSITION
关于山东宝利源建设有限公司等21户债权公开竞价的公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O B-DIS I-DIS I-DIS I-DIS O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司山东省分公司将在京东资产处置平台对山东省境内山东宝利源建设有限公司等21户债权（资产包编号：COAMC-AP202299498035，以下称为“标的资产包”，或根据上下文需要，系指任何单项标的资产）进行公开竞价（网址：http://zichan.jd.com，户名：中国东方资产管理股份有限公司山东省分公司），现就有关事项公告如下：,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DIS I-DIS I-DIS I-DIS O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O,ASSET_DISPOSITION
